business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,review_id,user_id_x,stars_y,useful,funny,cool,text_x,date_x,date_y,user_id_y,text_y,date,compliment_count,restaurant_id,cuisine_type,rating,restaurant_name,location
,Boll Weevil Cafe,"10 9th St, Augusta, GA 30901",Augusta,,,33.474,-81.9684,,372.0,,,,,,,,,,,,,,,,,,17294300.0,"Desserts, Sandwich, Southern",3.9,,
,Farmhaus Burger,"1204 Broad St, Augusta, GA 30901",Augusta,,,33.477444,-81.973006,,201.0,,,,,,,,,,,,,,,,,,17295215.0,"American, Burger",3.9,,
,Manuel's Bread Cafe,"505 Railroad Ave, North Augusta, GA 29841",Augusta,,,33.481779,-81.965571,,332.0,,,,,,,,,,,,,,,,,,17295028.0,"Breakfast, French",3.8,,
,Sconyers Bar B Que,"2250 Sconyers Way, Augusta, GA 30906",Augusta,,,33.4086,-82.0327,,304.0,,,,,,,,,,,,,,,,,,17294642.0,BBQ,3.5,,
,Frog Hollow Tavern,"1282 broad street, Augusta, GA 30901",Augusta,,,33.478231,-81.974944,,368.0,,,,,,,,,,,,,,,,,,17295109.0,American,4.3,,
,Giuseppe's Pizza & Italian Specialities,"3690 Wheeler Rd, Augusta, GA 30909",Augusta,,,33.4827,-82.096,,430.0,,,,,,,,,,,,,,,,,,17294441.0,"Desserts, Italian, Pizza",4.1,,
,Mellow Mushroom,"1167 Broad St, Augusta, GA 30901",Augusta,,,33.4778,-81.9721,,433.0,,,,,,,,,,,,,,,,,,17294552.0,"Italian, Pizza, Sandwich",4.4,,
,Nacho Mamas Burritos,"976 Broad St, Augusta, GA 30901",Augusta,,,33.4764,-81.9694,,380.0,,,,,,,,,,,,,,,,,,17294565.0,Mexican,4.0,,
,Rhinehart's Oyster Bar,"3051 Washington Rd, Augusta, GA 30907",Augusta,,,33.5133,-82.0505,,456.0,,,,,,,,,,,,,,,,,,17294623.0,"Bar Food, Sandwich, Seafood",4.0,,
,Takosushi,"437 Highland Ave, Augusta, GA 30909",Augusta,,,33.4848,-82.0301,,647.0,,,,,,,,,,,,,,,,,,17294712.0,"Mexican, Southwestern, Sushi",4.2,,
,The Chop House,"Augusta Mall, Augusta, GA 30909",Augusta,,,33.467201,-82.080788,,360.0,,,,,,,,,,,,,,,,,,17295033.0,Steak,4.0,,
,The Taj of India,"502 Furys Ferry Rd, Augusta, GA 30907",Augusta,,,33.5375868,-82.0805493,,227.0,,,,,,,,,,,,,,,,,,17295069.0,Indian,4.0,,
,Augsburg Haus,"4460 Washington Road, Evans, GA 30809",Augusta,,,33.544342,-82.143793,,290.0,,,,,,,,,,,,,,,,,,17294261.0,German,3.9,,
,Pho Bac,"4300 Towne Centre, Evans, GA 30809",Augusta,,,33.532249,-82.126161,,270.0,,,,,,,,,,,,,,,,,,17295115.0,Vietnamese,4.1,,
,Rhinehart's Oyster Bar,"303 North Bel Air Rd, Evans, GA 30809",Augusta,,,33.521291,-82.141284,,326.0,,,,,,,,,,,,,,,,,,17294836.0,"Burger, Seafood",4.0,,
,Thai Kitchen,"4357 Washington Road, Evans, GA 30809",Augusta,,,33.5406,-82.1328,,317.0,,,,,,,,,,,,,,,,,,17294850.0,Thai,4.3,,
,El Kiosco Mexican Restaurant,"5174 Wrightsboro Rd, Grovetown, GA 30813",Augusta,,,33.4574,-82.1997,,300.0,,,,,,,,,,,,,,,,,,17294883.0,Mexican,4.2,,
,Taste of Balingup,"63 South Western Hwy, Balingup, WA",Balingup,,,-33.7845269,115.9844924,,21.0,,,,,,,,,,,,,,,,,,16608864.0,Modern Australian,3.2,,
,Bridge Road Brewers,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",Beechworth,,,-36.360439,146.685852,,237.0,,,,,,,,,,,,,,,,,,16604911.0,"Pizza, Bar Food",4.6,,
,Bardenay,"610 W Grove St, Boise, ID 83702",Boise,,,43.6138,-116.2019,,879.0,,,,,,,,,,,,,,,,,,17303465.0,"American, Bar Food",4.5,,
,Flatbread Neapolitan Pizzeria,"800 W Main Suite 230, Boise, ID 83702",Boise,,,43.616068,-116.203466,,615.0,,,,,,,,,,,,,,,,,,17303642.0,"Italian, Pizza",4.6,,
,Goldy's Breakfast Bistro,"108 S Capitol Blvd, Boise, ID 83702",Boise,,,43.6149,-116.2023,,879.0,,,,,,,,,,,,,,,,,,17303670.0,"Breakfast, Sandwich",4.5,,
,Chandlers Steakhouse,"981 W Grove St, Boise, ID 83702",Boise,,,43.6157,-116.2064,,379.0,,,,,,,,,,,,,,,,,,17303545.0,"American, Seafood, Steak",3.9,,
,Bar Gernika Basque Pub & Eatery,"202 S Capitol Blvd, Boise, ID 83702",Boise,,,43.614,-116.2031,,303.0,,,,,,,,,,,,,,,,,,17303655.0,"European, Spanish",4.3,,
,Barbacoa Restaurant,"276 Bobwhite Ct, Boise, ID 83706",Boise,,,43.597235,-116.185034,,538.0,,,,,,,,,,,,,,,,,,17304691.0,"Latin American, Steak",4.1,,
,Big Jud's,"1289 Protest Rd, Boise, ID 83706",Boise,,,43.5945,-116.2062,,334.0,,,,,,,,,,,,,,,,,,17303478.0,"American, Burger, Sandwich",4.2,,
,Bittercreek Ale House,"246 N 8th St, Boise, ID 83702",Boise,,,43.6167,-116.2022,,555.0,,,,,,,,,,,,,,,,,,17303480.0,"American, Bar Food",4.3,,
,Boise Fry Company,"204 N Capitol Blvd, Boise, ID 83702",Boise,,,43.610279,-116.193409,,823.0,,,,,,,,,,,,,,,,,,17304733.0,"American, Burger",4.4,,
,Flying Pie Pizzaria,"6508 W Fairview Ave, Boise, ID 83704",Boise,,,43.6192,-116.2625,,550.0,,,,,,,,,,,,,,,,,,17303646.0,Pizza,4.1,,
,Fork,"199 N 8th St, Boise, ID 83702",Boise,,,43.616295,-116.202845,,650.0,,,,,,,,,,,,,,,,,,17304929.0,"American, Burger",4.4,,
,Guido's Original New York Style Pizza,"235 N 5th St, Boise, ID 83702",Boise,,,43.615,-116.199,,410.0,,,,,,,,,,,,,,,,,,17303684.0,Pizza,4.3,,
,Los Beto's,"5220 W Fairview Ave, Boise, ID 83706",Boise,,,43.6191,-116.2463,,660.0,,,,,,,,,,,,,,,,,,17303772.0,Mexican,4.4,,
,Lucianos Italian Restaurant,"11 N Orchard St, Boise, ID 83706",Boise,,,43.6051379,-116.245165,,360.0,,,,,,,,,,,,,,,,,,17305123.0,"Italian, Seafood, Vegetarian",4.4,,
,Mai Thai Restaurant,"750 W Idaho St, Boise, ID 83702",Boise,,,43.6162,-116.2021,,340.0,,,,,,,,,,,,,,,,,,17303787.0,"Sushi, Thai",4.0,,
,Shige Japanese Cuisine,"100 N 8th St, Boise, ID 83702",Boise,,,43.6156,-116.2031,,393.0,,,,,,,,,,,,,,,,,,17303990.0,"Japanese, Sushi, Teriyaki",4.1,,
,The Egg Factory,"8061 W Fairview Ave, Boise, ID 83704",Boise,,,43.619274,-116.281809,,422.0,,,,,,,,,,,,,,,,,,17304741.0,Breakfast,4.3,,
,Tucanos,"1388 S Entertainment Ave, Boise, ID 83709",Boise,,,43.591706,-116.280614,,435.0,,,,,,,,,,,,,,,,,,17304726.0,Brazilian,4.0,,
,Texas Roadhouse,"3801 E Fairview Avenue, Meridian, Boise, ID 83642",Boise,,,43.619108,-116.347304,,369.0,,,,,,,,,,,,,,,,,,17304486.0,"American, BBQ, Steak",4.0,,
,Brick 29,"320 11th Avenue S, Nampa, ID 83651",Boise,,,43.5777,-116.5629,,487.0,,,,,,,,,,,,,,,,,,17304533.0,American,4.4,,
,Winifreds,"3847 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids/Iowa City,,,42.0179,-91.6336,,98.0,,,,,,,,,,,,,,,,,,17316233.0,"American, Mediterranean, Seafood",3.7,,
,Biaggi's Ristorante Italiano,"320 Collins Rd NE, Cedar Rapids, IA 52402",Cedar Rapids/Iowa City,,,42.0281,-91.6327,,365.0,,,,,,,,,,,,,,,,,,17315883.0,"Italian, Pizza",4.1,,
,El Super Burrito,"3300 Johnson Ave NW, Cedar Rapids, IA 52405",Cedar Rapids/Iowa City,,,41.9748,-91.7148,,190.0,,,,,,,,,,,,,,,,,,17315995.0,Mexican,4.1,,
,Granite City Food & Brewery,"4755 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids/Iowa City,,,42.0249,-91.6224,,429.0,,,,,,,,,,,,,,,,,,17316018.0,"American, Breakfast, Burger",4.1,,
,Irish Democrat,"3207 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids/Iowa City,,,42.01,-91.6347,,430.0,,,,,,,,,,,,,,,,,,17316038.0,"American, BBQ, Burger",4.4,,
,Taste of India,"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",Cedar Rapids/Iowa City,,,42.0215347,-91.6499622,,186.0,,,,,,,,,,,,,,,,,,17316771.0,Indian,4.2,,
,Thai Moon Restaurant,"4362 16th Ave SW, Cedar Rapids, IA 52404",Cedar Rapids/Iowa City,,,41.9639,-91.7266,,220.0,,,,,,,,,,,,,,,,,,17316201.0,"Chinese, Sushi, Thai",4.2,,
,Ting's Red Lantern,"540 Boyson Rd NE, Cedar Rapids, IA 52402",Cedar Rapids/Iowa City,,,42.0468,-91.6394,,347.0,,,,,,,,,,,,,,,,,,17316208.0,Chinese,4.2,,
,Monica's,"303 2nd Street, Coralville, IA 52241",Cedar Rapids/Iowa City,,,41.670466,-91.569767,,161.0,,,,,,,,,,,,,,,,,,17316389.0,"American, Italian, Pizza",3.8,,
,Exotic India,"102 2nd Ave, Coralville, IA 52241",Cedar Rapids/Iowa City,,,41.6685,-91.5687,,160.0,,,,,,,,,,,,,,,,,,17316278.0,Indian,4.1,,
,Shorts Burger and Shine,"18 S Clinton St, Iowa City, IA 52240",Cedar Rapids/Iowa City,,,41.660982,-91.534424,,820.0,,,,,,,,,,,,,,,,,,17316744.0,Burger,4.9,,
,The Hamburg Inn No. 2 Inc.,"214 N Linn St, Iowa City, IA 52245",Cedar Rapids/Iowa City,,,41.663849,-91.531414,,488.0,,,,,,,,,,,,,,,,,,17316751.0,"American, Breakfast, Burger",4.5,,
,Bluebird Diner,"330 E Market St, Iowa City, IA 52245",Cedar Rapids/Iowa City,,,41.663751,-91.531093,,253.0,,,,,,,,,,,,,,,,,,17316766.0,"Breakfast, Diner",3.6,,
,Graze,"115 East College St, Iowa City, IA 52240",Cedar Rapids/Iowa City,,,41.658691,-91.534302,,220.0,,,,,,,,,,,,,,,,,,17316743.0,"American, International, Sushi",3.8,,
,A & A Pagliai's Pizza,"302 E Bloomington St, Iowa City, IA 52245",Cedar Rapids/Iowa City,,,41.6648,-91.5314,,485.0,,,,,,,,,,,,,,,,,,17316374.0,Pizza,4.3,,
,Atlas World Grill,"127 Iowa Ave, Iowa City, IA 52240",Cedar Rapids/Iowa City,,,41.661,-91.5341,,428.0,,,,,,,,,,,,,,,,,,17316381.0,International,4.3,,
,BlackStone,"503 Westbury Dr Ste 1, Iowa City, IA 52245",Cedar Rapids/Iowa City,,,41.667742,-91.482165,,294.0,,,,,,,,,,,,,,,,,,17316802.0,"American, Breakfast",4.1,,
,Devotay,"117 N Linn St, Iowa City, IA 52245",Cedar Rapids/Iowa City,,,41.6625,-91.5318,,380.0,,,,,,,,,,,,,,,,,,17316416.0,"Mediterranean, Tapas, Vegetarian",4.0,,
,Jimmy Jack's Rib Shack,"1940 Lower Muscatine Rd, Iowa City, IA 52240",Cedar Rapids/Iowa City,,,41.6428,-91.5074,,259.0,,,,,,,,,,,,,,,,,,17316449.0,BBQ,4.2,,
,Zoeys Pizzeria,"690 10th St, Marion, IA 52302",Cedar Rapids/Iowa City,,,42.0331,-91.5995,,433.0,,,,,,,,,,,,,,,,,,17316603.0,"Pizza, Sandwich",4.7,,
,Tokyo Sushi,"150 Richmond St, Chatham-Kent, ON N7M2V2",Chatham-Kent,,,42.397683,-82.188438,,176.0,,,,,,,,,,,,,,,,,,16659169.0,"Japanese, Sushi",3.7,,
,Berry Patch Restaurant,"49289 Us-30, Westport, OR 97016",Clatskanie,,,46.126967,-123.368151,,96.0,,,,,,,,,,,,,,,,,,17558684.0,"American, Breakfast, Desserts",4.3,,
,Sakura Sushi & Grill,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",Cochrane,,,51.183934,-114.472474,,6.0,,,,,,,,,,,,,,,,,,18366580.0,"Asian, Japanese",3.1,,
,Uptown Vietnam cuisine,"1250 Broadway, Columbus, GA 31901",Columbus,,,32.470315,-84.992671,,33.0,,,,,,,,,,,,,,,,,,17330755.0,"Asian, Vietnamese",3.3,,
,Cafe Le Rue @ The Landings,"2523 Airport Thruway, Columbus, GA 31904",Columbus,,,32.519247,-84.95591,,489.0,,,,,,,,,,,,,,,,,,17330611.0,"American, Seafood, Cajun",4.6,,
,Mark's City Grille,"7160 moon road, Columbus, GA 31909",Columbus,,,32.555591,-84.927047,,345.0,,,,,,,,,,,,,,,,,,17330609.0,American,4.5,,
,B Merrell's,"7600 Veterans Pkwy, Columbus, GA 31909",Columbus,,,32.5577,-84.9436,,149.0,,,,,,,,,,,,,,,,,,17330024.0,"Burger, Bar Food, Southern",3.8,,
,Cannon Brewpub,"1041 Broadway, Columbus, GA 31901",Columbus,,,32.4656,-84.9936,,330.0,,,,,,,,,,,,,,,,,,17330074.0,"Pizza, Bar Food",3.9,,
,Fuji Japanese Steak House,"6499 Veterans Pkwy, Columbus, GA 31909",Columbus,,,32.5382197,-84.954984,,247.0,,,,,,,,,,,,,,,,,,17330185.0,"Japanese, Steak",3.9,,
,Ruth Ann's Family Restaurant,"941 Veterans Parkway, Columbus, GA 31901",Columbus,,,32.4637,-84.9876,,123.0,,,,,,,,,,,,,,,,,,17330397.0,"Breakfast, Diner, Southern",3.7,,
,Samurai Japanese Cuisine & Sushi Bar,"1009 Broadway, Columbus, GA 31901",Columbus,,,32.4652417,-84.9933631,,109.0,,,,,,,,,,,,,,,,,,17330735.0,"Japanese, Steak, Sushi",3.6,,
,Wasabi Sushi and Thai,"1639 Bradley Park Dr, Columbus, GA 31904",Columbus,,,32.534002,-84.96661,,134.0,,,,,,,,,,,,,,,,,,17330676.0,"Japanese, Sushi, Thai",3.7,,
,Buckhead Bar and Grill,"5010 Armour Rd, Columbus, GA 31904",Columbus,,,32.513154,-84.95367,,722.0,,,,,,,,,,,,,,,,,,17330048.0,"Seafood, Steak, Vegetarian",4.2,,
,Burt's Butcher Shoppe and Eatery,"2932 Warm Springs Rd, Columbus, GA 31909",Columbus,,,32.504657,-84.947569,,213.0,,,,,,,,,,,,,,,,,,17330604.0,Steak,4.3,,
,Chef Lee's Peking Restaurant,"6100 Bradley Park Dr, Columbus, GA 31904",Columbus,,,32.5393,-84.9607,,335.0,,,,,,,,,,,,,,,,,,17330087.0,Chinese,4.0,,
,Country's Barbecue,"3137 Mercury Dr, Columbus, GA 31906",Columbus,,,32.4792,-84.9464,,353.0,,,,,,,,,,,,,,,,,,17330137.0,"BBQ, Southern",4.0,,
,Deorio's,"3201 Macon Rd Ste 167, Columbus, GA 31906",Columbus,,,32.481,-84.9427,,170.0,,,,,,,,,,,,,,,,,,17330155.0,"Italian, Pizza",4.0,,
,Mellow Mushroom,"6100 Veterans Pkwy, Columbus, GA 31909",Columbus,,,32.5321,-84.9557,,192.0,,,,,,,,,,,,,,,,,,17330309.0,Pizza,4.1,,
,Meritage,"1039 1st Ave, Columbus, GA 31901",Columbus,,,32.466158,-84.992093,,302.0,,,,,,,,,,,,,,,,,,17330311.0,"American, Tapas",4.1,,
,Mongo The Mongolian Fire Pit,"7830 - E Veterans Pkwy, Columbus, GA 31909",Columbus,,,32.560905,-84.938698,,355.0,,,,,,,,,,,,,,,,,,17330615.0,"Asian, Chinese",4.2,,
,The Black Cow,"115 A 12th St, Columbus, GA 31901",Columbus,,,32.468757,-84.991384,,287.0,,,,,,,,,,,,,,,,,,17330638.0,American,4.3,,
,Wood Stone,"5739 Whitesville Rd, Columbus, GA 31904",Columbus,,,32.527217,-84.963201,,264.0,,,,,,,,,,,,,,,,,,17330628.0,"Italian, Mediterranean, Pizza",4.0,,
,Hunter's Pub,"11269 GA Hwy 219, Hamilton, GA 31811",Columbus,,,32.7455,-85.0213,,235.0,,,,,,,,,,,,,,,,,,17330546.0,"American, Seafood, Steak",4.4,,
,Consort Restaurant,"4931 50th Street, Consort, AB T0C 1B0",Consort,,,52.0082889,-110.7746994,,6.0,,,,,,,,,,,,,,,,,,16643459.0,"Chinese, Canadian",3.0,,
,Thatcher's Barbeque and Grill,"1214 N Wall St, Calhoun, GA 30701",Dalton,,,34.5251331,-84.9396931,,38.0,,,,,,,,,,,,,,,,,,17334434.0,"American, BBQ, Southern",3.7,,
,Christian and Jake's Bistro,"555 Georgia Hwy 53, Calhoun, GA 30701",Dalton,,,34.474635,-84.926258,,122.0,,,,,,,,,,,,,,,,,,17334348.0,"Desserts, Sandwich",4.4,,
,Dub's High on the Hog,"349 S Wall St, Calhoun, GA 30701",Dalton,,,34.4972488,-84.9523921,,207.0,,,,,,,,,,,,,,,,,,17334213.0,BBQ,4.4,,
,Sierra's Mexican Restaurant,"500 S. 3rd Avenue, Chatsworth, GA 30705",Dalton,,,34.752476,-84.767911,,66.0,,,,,,,,,,,,,,,,,,17334355.0,"Mexican, Tex-Mex",3.9,,
,Oakwood Cafe,"201 West Cuyler Street, Dalton, GA 30720",Dalton,,,34.769686,-84.969393,,249.0,,,,,,,,,,,,,,,,,,17334212.0,"BBQ, Breakfast, Southern",4.9,,
,Chili's Grill & Bar,"881 College Dr, Dalton, GA 30720",Dalton,,,34.7643,-85.0039,,63.0,,,,,,,,,,,,,,,,,,17333797.0,American,3.8,,
,Fuji Japanese Steakhouse,"1321 W Walnut Ave, Dalton, GA 30720",Dalton,,,34.759551,-84.992342,,145.0,,,,,,,,,,,,,,,,,,17334217.0,"Japanese, Sushi",3.8,,
,Las Palmas,"1331 W Walnut Ave, Dalton, GA 30720",Dalton,,,34.759665,-84.992924,,83.0,,,,,,,,,,,,,,,,,,17334273.0,Mexican,3.8,,
,Tony's Italian Restaurant & Pizza,"933 Market St, Dalton, GA 30720",Dalton,,,34.758645,-84.999678,,116.0,,,,,,,,,,,,,,,,,,17334254.0,Italian,3.7,,
,Filling Station,"316 N Hamilton St, Dalton, GA 30720",Dalton,,,34.7742,-84.9678,,122.0,,,,,,,,,,,,,,,,,,17333836.0,"American, Burger",4.1,,
,Five Guys Burgers and Fries,"1303 W. Walnut Ave., Dalton, GA 30720",Dalton,,,34.759273,-84.990925,,142.0,,,,,,,,,,,,,,,,,,17334197.0,Fast Food,4.1,,
,Los Pablos,"1513 W Walnut Ave Ste 6, Dalton, GA 30720",Dalton,,,34.7604,-84.9964,,114.0,,,,,,,,,,,,,,,,,,17333882.0,Mexican,4.1,,
,Kobe Hibachi & Sushi,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Dalton,,,34.9428786,-85.2229101,,214.0,,,,,,,,,,,,,,,,,,17334211.0,"American, Japanese, Sushi",4.6,,
,Soho Hibachi,"1014 Battlefield Parkway, Fort Oglethorpe, GA 30742",Dalton,,,34.9528157,-85.246237,,116.0,,,,,,,,,,,,,,,,,,17334390.0,Japanese,4.3,,
,Thai Garden,"685 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Dalton,,,34.9546,-85.2545,,111.0,,,,,,,,,,,,,,,,,,17334034.0,Thai,4.2,,
,Southern Bliss Bakery,"300 W Patton St., Lafayette, GA 30728",Dalton,,,34.705093,-85.294955,,25.0,,,,,,,,,,,,,,,,,,17334414.0,"Desserts, Sandwich",3.7,,
,Bailey's Bar-B-Que,"5540 Highway 41, Ringgold, GA 30736",Dalton,,,34.9273,-85.1321,,128.0,,,,,,,,,,,,,,,,,,17334082.0,BBQ,4.1,,
,Farm To Fork,"118 Remco Shops Lane, Ringgold, GA 30736",Dalton,,,34.912109,-85.130492,,244.0,,,,,,,,,,,,,,,,,,17334364.0,"American, Diner, Southern",4.3,,
,Home Plate Grill,"7807 Nashville St, Ringgold, GA 30736",Dalton,,,34.9151853,-85.1079396,,112.0,,,,,,,,,,,,,,,,,,17334398.0,"American, BBQ, Southern",4.2,,
,Pie Slingers Pizzeria,"56A Fieldstone Village Drive, Rock Spring, GA 30739",Dalton,,,34.851907,-85.249727,,144.0,,,,,,,,,,,,,,,,,,17334219.0,"Italian, Pizza",4.1,,
,Olive Tree Cafe,"2513 53rd Avenue, Bettendorf, IA 52722",Davenport,,,41.574935,-90.496986,,166.0,,,,,,,,,,,,,,,,,,17335173.0,"Indian, Mediterranean, Middle Eastern",4.6,,
,"Red Ginger Sushi, Grill & Bar","793 Middle Rd, Bettendorf, IA 52722",Davenport,,,41.53845,-90.522479,,208.0,,,,,,,,,,,,,,,,,,17335195.0,"Sushi, Teriyaki",4.5,,
,Crust Stone Oven Pizza,"2561 E 53rd Ave, Bettendorf, IA 52722",Davenport,,,41.5747801,-90.4912446,,136.0,,,,,,,,,,,,,,,,,,17335225.0,"Burger, Pizza",3.9,,
,Jimmy's Pancake House,"2521 - 18th St., Bettendorf, IA 52722",Davenport,,,41.548746,-90.504176,,85.0,,,,,,,,,,,,,,,,,,17335219.0,"American, Breakfast, Greek",4.0,,
,Trattoria Tiramisu,"1804 State St, Bettendorf, IA 52722",Davenport,,,41.525384,-90.50709,,117.0,,,,,,,,,,,,,,,,,,17334965.0,Italian,4.1,,
,Prairie Grille at SteepleGate Inn,"100 W 76th St, Davenport, IA 52806",Davenport,,,41.593892,-90.574088,,53.0,,,,,,,,,,,,,,,,,,17335189.0,"American, Breakfast",3.4,,
,Tantra Asian Bistro,"589 East 53rd St, Davenport, IA 52807",Davenport,,,41.574459,-90.565837,,474.0,,,,,,,,,,,,,,,,,,17335156.0,Asian,4.9,,
,Chick-fil-A,"320 W Kimberly Rd, Davenport, IA 52806",Davenport,,,41.5604,-90.5716,,125.0,,,,,,,,,,,,,,,,,,17334717.0,Fast Food,3.9,,
,Duck City Bistro,"115 E 3rd St, Davenport, IA 52801",Davenport,,,41.5223,-90.5737,,201.0,,,,,,,,,,,,,,,,,,17334752.0,"American, French",3.7,,
,Frick's Tap,"1402 W 3rd Street, IA 52802",Davenport,,,41.52253634,-90.59466452,,2.0,,,,,,,,,,,,,,,,,,18453427.0,"American, Bar Food, BBQ",0.0,,
,Los Agaves,"4882 Utica Ridge Rd, Davenport, IA 52807",Davenport,,,41.5709434,-90.5154313,,3.0,,,,,,,,,,,,,,,,,,17793744.0,Mexican,0.0,,
,Azteca,"4811 N Brady St Ste 3, Davenport, IA 52806",Davenport,,,41.5699,-90.5683,,167.0,,,,,,,,,,,,,,,,,,17334679.0,Mexican,4.3,,
,China Cafe,"3018 E 53rd St, Davenport, IA 52807",Davenport,,,41.5749,-90.5321,,112.0,,,,,,,,,,,,,,,,,,17334718.0,Chinese,4.0,,
,Exotic Thai Restaurant,"2303 E 53rd St, Davenport, IA 52807",Davenport,,,41.5747,-90.5432,,256.0,,,,,,,,,,,,,,,,,,17334763.0,Thai,4.1,,
,Front Street Brewery,"208 E River Dr, Davenport, IA 52801",Davenport,,,41.520389,-90.572418,,123.0,,,,,,,,,,,,,,,,,,17335158.0,American,4.3,,
,Granite City Food & Brewery,"5270 Utica Ridge Rd, Davenport, IA 52807",Davenport,,,41.5745,-90.5137,,199.0,,,,,,,,,,,,,,,,,,17334782.0,American,4.0,,
,Los Agaves,"3852 N Brady St, Davenport, IA 52806",Davenport,,,41.559,-90.5686,,157.0,,,,,,,,,,,,,,,,,,17334846.0,Mexican,4.1,,
,Machine Shed Restaurant,"7250 Northwest Blvd, Davenport, IA 52806",Davenport,,,41.5944,-90.6136,,100.0,,,,,,,,,,,,,,,,,,17334853.0,American,4.1,,
,Osaka,"4901 Utica Ridge Rd, Davenport, IA 52807",Davenport,,,41.570997,-90.515175,,141.0,,,,,,,,,,,,,,,,,,17335168.0,"Japanese, Sushi",4.2,,
,Texas Roadhouse,"4005 E 53rd Street, Davenport, IA 52807",Davenport,,,41.5747,-90.517,,197.0,,,,,,,,,,,,,,,,,,17334958.0,"American, BBQ, Steak",4.2,,
,Hickory Park,"1404 S Duff Ave, Ames, IA 50010",Des Moines,,,42.010254,-93.610084,,1025.0,,,,,,,,,,,,,,,,,,17258496.0,"BBQ, Burger, Desserts",4.5,,
,The Cafe,"2616 Northridge Pkwy, Ames, IA 50010",Des Moines,,,42.048779,-93.643094,,570.0,,,,,,,,,,,,,,,,,,17259395.0,"American, Coffee and Tea",4.9,,
,Flying Mango,"4345 Hickman Rd, Des Moines, IA 50310",Des Moines,,,41.614965,-93.677638,,674.0,,,,,,,,,,,,,,,,,,17258350.0,"BBQ, Caribbean, Cajun",4.5,,
,Cool Basil,"8801 University Ave, Clive, IA 50325",Des Moines,,,41.600564,-93.739573,,496.0,,,,,,,,,,,,,,,,,,17258136.0,"Asian, Sushi, Thai",4.1,,
,HuHot Mongolian Grill,"4100 University Avenue, West Des Moines, IA 50266",Des Moines,,,41.60028,-93.760027,,411.0,,,,,,,,,,,,,,,,,,17258522.0,"Asian, Chinese",4.0,,
,Malo,"900 Mulberry Street, Des Moines, IA 50309",Des Moines,,,41.583309,-93.627896,,113.0,,,,,,,,,,,,,,,,,,17259958.0,"Latin American, Mexican",3.2,,
,Centro,"1007 Locust St, Des Moines, IA 50309",Des Moines,,,41.5857431,-93.6300803,,1109.0,,,,,,,,,,,,,,,,,,17258036.0,"Italian, Pizza",4.5,,
,Fong's Pizza,"223 4th Street, Des Moines, IA 50309",Des Moines,,,41.585465,-93.621631,,728.0,,,,,,,,,,,,,,,,,,17259368.0,"Chinese, Pizza",4.6,,
,A Dong Restaurant,"1511 High Street, Des Moines, IA 50309",Des Moines,,,41.587219,-93.637401,,659.0,,,,,,,,,,,,,,,,,,17257684.0,"Asian, Vegetarian, Vietnamese, Bubble Tea",4.4,,
,Court Avenue Brewing Company,"309 Court Ave, Des Moines, IA 50309",Des Moines,,,41.58536,-93.620726,,370.0,,,,,,,,,,,,,,,,,,17258154.0,"American, Pizza, Bar Food",4.2,,
,Django,"210 10th Street, Des Moines, IA 50309",Des Moines,,,41.584027,-93.629436,,532.0,,,,,,,,,,,,,,,,,,17259340.0,French,4.3,,
,Miyabi 9,"512 E Grand Ave, Des Moines, IA 50309",Des Moines,,,41.590819,-93.611366,,860.0,,,,,,,,,,,,,,,,,,17259243.0,"Japanese, Sushi",4.8,,
,Zombie Burger + Drink Lab,"300 E. Grand Ave., Des Moines, IA 50309",Des Moines,,,41.590106,-93.61474,,943.0,,,,,,,,,,,,,,,,,,17259625.0,"Burger, Desserts, Vegetarian",4.2,,
,Tursi's Latin King,"2200 Hubbell Ave, Des Moines, IA 50317",Des Moines,,,41.601415,-93.577383,,476.0,,,,,,,,,,,,,,,,,,17259169.0,"American, Italian",4.1,,
,Tsing Tsao South,"4230 Fleur Dr, Des Moines, IA 50321",Des Moines,,,41.545869,-93.645245,,218.0,,,,,,,,,,,,,,,,,,17259166.0,Chinese,4.1,,
,Bandit Burrito,"5340 Merle Hay Road, Johnston, IA 50131",Des Moines,,,41.6714654,-93.6976773,,214.0,,,,,,,,,,,,,,,,,,17259335.0,"Breakfast, Mexican, Southwestern",4.0,,
,Jethro's BBQ,"3100 Forest Ave, Des Moines, IA 50311",Des Moines,,,41.603901,-93.659797,,699.0,,,,,,,,,,,,,,,,,,17259248.0,"American, BBQ",4.3,,
,The Machine Shed Restaurant,"11151 Hickman Road, Urbandale, IA 50322",Des Moines,,,41.615083,-93.772033,,308.0,,,,,,,,,,,,,,,,,,17258552.0,"American, Breakfast",3.8,,
